id_dataset_historique_seance_exercice,age,sexe,poids_kg,taille_cm,bpm_max,bpm_moyen,bpm_repos,duree_seance_minutes,calories_brulees,type_sport,pourcentage_gras,consommation_eau_ml,frequence_sport_jour_semaine,niveau_experience
11236,26,M,92.2,159,176,143,55,94.2,1050.0,Strength,24.5,2400.0,4,2
11237,18,M,83.1,194,188,153,56,84.6,1180.0,Yoga,24.4,3300.0,3,2
11238,18,M,53.1,170,181,169,73,60.6,1740.0,Strength,23.8,2300.0,4,1
11239,53,F,76.2,167,185,142,68,93.0,804.0,HIIT,25.5,3400.0,3,1
11240,46,F,48.4,182,163,163,68,90.6,1221.0,HIIT,19.2,3700.0,5,2
11241,24,F,47.3,192,189,155,74,84.0,505.0,HIIT,29.5,3400.0,5,2
11242,31,F,71.4,168,180,143,68,82.2,606.0,Yoga,23.8,3200.0,2,2
11243,24,M,103.6,188,175,154,60,93.0,436.0,Yoga,20.9,3200.0,3,1
11244,35,F,81.0,178,196,151,67,120.0,1246.0,HIIT,10.0,3300.0,3,1
11245,55,F,94.9,152,196,120,73,120.0,1309.0,HIIT,27.9,1500.0,2,0
11246,21,F,80.0,167,167,169,57,56.4,899.0,Strength,29.8,3100.0,3,2
11247,29,F,40.0,177,191,169,58,72.0,613.0,Strength,22.2,2200.0,4,2
11248,35,M,69.5,168,172,155,59,106.8,1350.0,HIIT,23.6,1600.0,3,0
11249,37,M,48.3,181,167,134,69,118.2,1276.0,Yoga,26.1,1800.0,3,2
11250,18,M,44.8,167,193,137,61,78.0,719.0,Yoga,21.6,2300.0,4,1
11251,44,F,63.6,177,161,169,50,94.2,1283.0,Cardio,17.8,2100.0,3,0
11252,27,F,40.0,172,178,132,72,49.8,857.0,Cardio,27.3,3200.0,4,2
11253,35,F,66.7,172,171,153,65,69.0,776.0,HIIT,18.7,2500.0,4,1
11254,44,M,47.3,172,198,164,70,87.6,1103.0,Strength,26.7,1500.0,4,0
11255,39,F,70.3,174,170,152,59,120.0,864.0,Cardio,20.4,1500.0,3,2
11256,26,M,57.8,161,162,135,65,114.6,684.0,Yoga,18.2,3700.0,3,1
11257,18,M,40.0,172,193,138,74,84.6,726.0,Yoga,28.0,3700.0,2,3
11258,33,M,79.8,153,172,148,72,118.8,1132.0,Yoga,14.7,1700.0,3,2
11259,47,F,74.7,177,195,130,68,115.8,1056.0,HIIT,22.1,3400.0,4,2
11260,38,M,101.8,151,163,169,72,85.2,1384.0,Strength,25.6,3300.0,4,1
11261,42,F,86.7,170,196,135,68,73.2,923.0,Strength,27.2,3200.0,3,2
11262,18,M,40.9,187,160,140,50,76.8,1261.0,HIIT,17.1,2100.0,4,2
11263,28,M,87.3,151,190,168,56,120.0,1306.0,Yoga,32.0,2300.0,4,2
11264,26,M,89.2,181,161,169,61,80.4,820.0,Strength,23.5,2600.0,4,1
11265,30,M,100.1,176,170,160,55,85.8,1694.0,HIIT,25.9,1800.0,3,2
11266,18,F,80.8,185,188,141,74,71.4,838.0,Yoga,12.1,3500.0,2,1
11267,58,F,68.6,172,164,155,72,73.8,797.0,Yoga,27.2,2500.0,2,1
11268,46,F,45.7,196,168,137,64,82.8,1303.0,Strength,29.8,3300.0,2,2
11269,19,F,55.2,171,172,136,74,115.8,670.0,Yoga,10.0,3100.0,4,1
11270,31,F,91.7,174,172,166,56,76.8,892.0,Yoga,19.8,3100.0,4,3
11271,47,M,78.7,169,170,144,57,60.0,845.0,Yoga,24.5,1900.0,4,1
11272,28,F,40.0,157,165,169,68,62.4,669.0,Cardio,30.2,2600.0,2,2
11273,22,M,47.1,187,165,132,68,43.2,674.0,Strength,31.7,3200.0,2,2
11274,23,M,85.1,179,194,138,55,69.6,829.0,Strength,23.7,2600.0,4,2
11275,48,F,87.9,150,180,164,68,84.6,974.0,Yoga,22.1,2600.0,4,1
11276,24,F,74.2,158,177,140,71,76.8,780.0,Strength,23.6,1900.0,4,2
11277,22,M,49.6,187,190,137,54,96.0,1326.0,HIIT,30.5,1900.0,5,1
11278,18,M,63.9,186,161,147,51,109.8,1178.0,Strength,24.0,3300.0,2,1
11279,43,M,75.0,180,170,141,61,65.4,790.0,Yoga,32.8,2400.0,3,2
11280,54,M,69.8,175,170,131,72,77.4,954.0,Strength,32.0,3200.0,2,1
11281,42,F,40.5,164,196,137,59,67.2,1150.0,Yoga,13.4,3700.0,5,2
11282,18,F,43.8,196,193,142,50,61.8,1590.0,Strength,29.7,3600.0,2,3
11283,24,F,45.7,163,199,144,71,56.4,1137.0,Yoga,19.6,1800.0,2,3
11284,25,M,40.8,169,194,145,54,99.0,1353.0,HIIT,24.4,2500.0,4,1
11285,59,M,82.0,151,185,121,70,109.2,625.0,Strength,28.5,2200.0,4,3
11286,29,F,60.9,192,192,151,67,90.0,1407.0,Cardio,18.0,3500.0,5,1
11287,27,M,55.0,168,169,136,64,64.2,1389.0,Cardio,24.6,2100.0,4,2
11288,34,F,80.0,200,173,125,56,109.2,773.0,Strength,22.3,2800.0,4,2
11289,24,M,44.3,165,189,129,56,114.0,972.0,Yoga,27.8,3300.0,2,1
11290,24,M,63.6,174,199,135,61,78.6,486.0,HIIT,26.1,2200.0,2,3
11291,29,F,50.2,189,197,125,51,87.6,1286.0,Strength,27.6,3300.0,2,3
11292,58,M,43.6,167,176,142,74,67.8,1089.0,HIIT,26.7,3400.0,4,2
11293,38,M,60.5,172,187,139,50,80.4,1096.0,Yoga,20.9,3700.0,4,2
11294,39,F,76.7,186,193,122,65,77.4,1770.0,Yoga,23.1,3200.0,3,1
11295,18,M,71.9,188,177,159,57,120.0,1571.0,Yoga,10.0,2400.0,3,2
11296,25,F,59.2,184,168,160,51,91.8,1476.0,Yoga,25.1,3700.0,4,2
11297,27,M,57.4,189,193,128,51,55.2,1121.0,Yoga,22.4,3500.0,4,2
11298,33,M,69.5,175,178,131,74,90.6,1651.0,Strength,32.4,1600.0,3,3
11299,23,M,47.4,196,161,142,65,70.8,441.0,Cardio,18.7,1600.0,3,1
11300,33,M,76.5,175,198,139,57,73.2,984.0,Strength,12.5,3400.0,3,1
11301,18,F,53.5,168,198,134,74,114.0,368.0,HIIT,28.1,3100.0,5,2
11302,25,F,83.1,172,182,167,67,53.4,771.0,Strength,23.8,2300.0,4,1
11303,47,F,70.4,193,177,153,74,76.8,846.0,Strength,23.5,1600.0,3,2
11304,39,F,50.3,194,164,160,66,34.8,992.0,Cardio,10.0,2900.0,4,1
11305,28,F,65.3,168,161,145,73,43.2,408.0,HIIT,32.4,1700.0,5,0
11306,20,M,66.2,185,196,120,58,50.4,420.0,HIIT,24.9,1500.0,4,1
11307,19,F,51.4,184,169,152,58,68.4,1175.0,Cardio,20.9,3500.0,5,3
11308,58,F,78.3,152,176,123,74,89.4,1063.0,Cardio,30.5,3400.0,3,2
11309,31,F,79.4,156,171,126,69,85.2,963.0,Cardio,21.3,3100.0,3,3
11310,25,M,72.5,178,177,142,67,119.4,1047.0,HIIT,27.4,3000.0,4,3
11311,21,M,92.1,177,175,167,74,99.6,737.0,Cardio,25.3,3300.0,4,2
11312,55,F,72.6,155,191,137,50,120.0,1084.0,Cardio,24.1,2500.0,3,2
11313,40,M,76.7,168,177,133,57,53.4,984.0,Cardio,27.3,3100.0,2,3
11314,39,M,91.0,173,165,169,72,89.4,813.0,Strength,23.3,3400.0,2,3
11315,26,F,78.3,158,184,141,68,90.0,1436.0,Yoga,15.0,3700.0,3,1
11316,26,F,54.2,164,190,151,65,49.2,1184.0,Yoga,16.7,3300.0,2,1
11317,18,M,83.2,162,169,156,57,82.2,871.0,Cardio,10.0,2500.0,4,0
11318,19,F,64.8,160,189,149,59,30.0,880.0,Yoga,22.3,1900.0,4,2
11319,25,F,45.5,158,182,136,69,120.0,1137.0,Yoga,17.4,1700.0,2,2
11320,42,F,59.0,189,175,142,63,75.0,1092.0,HIIT,27.7,3500.0,5,1
11321,43,F,89.2,173,163,135,67,90.6,1367.0,Yoga,14.5,3500.0,3,1
11322,47,F,108.3,167,176,169,69,64.2,1204.0,Yoga,27.6,3700.0,2,2
11323,30,M,87.9,162,178,138,65,100.8,1205.0,Yoga,20.9,2600.0,4,0
11324,48,F,45.9,194,169,141,74,67.8,1507.0,Cardio,29.1,3200.0,5,2
11325,18,M,107.0,175,177,155,71,120.0,645.0,Strength,27.0,3200.0,5,2
11326,39,M,40.7,184,197,145,55,88.8,1128.0,Strength,25.3,1500.0,4,1
11327,50,F,88.5,200,181,146,72,79.8,1088.0,Cardio,11.9,2300.0,4,1
11328,27,F,62.5,167,186,129,65,72.0,1783.0,Strength,23.2,1500.0,3,2
11329,43,F,79.0,173,186,158,55,72.0,1146.0,Cardio,25.2,3600.0,4,2
11330,27,F,40.0,185,177,156,65,94.8,1014.0,Cardio,24.0,3700.0,5,3
11331,19,M,51.8,160,176,159,72,68.4,574.0,Cardio,25.3,2000.0,4,2
11332,38,F,89.3,158,184,135,58,94.8,995.0,HIIT,24.0,2900.0,4,3
11333,33,M,40.0,175,185,125,54,120.0,870.0,Yoga,18.7,1800.0,3,1
11334,50,F,102.6,162,198,138,66,88.8,1149.0,HIIT,10.0,2700.0,5,2
11335,18,M,69.2,162,164,167,62,90.0,1721.0,HIIT,25.0,2300.0,5,1
11336,19,M,75.3,167,166,130,58,73.2,928.0,HIIT,27.4,3200.0,3,2
11337,45,M,45.9,151,195,142,57,98.4,303.0,Cardio,29.8,2700.0,3,1
11338,59,M,66.9,157,178,120,71,86.4,1153.0,Yoga,27.5,3300.0,2,2
11339,42,F,50.3,169,199,159,69,57.0,1293.0,Yoga,14.8,3200.0,3,2
11340,37,M,44.2,150,194,154,74,66.6,612.0,Cardio,24.0,3500.0,2,2
11341,18,F,46.0,179,177,140,68,120.0,1386.0,Cardio,23.6,3200.0,3,2
11342,18,M,74.8,176,186,134,68,30.0,1783.0,Cardio,21.8,3500.0,4,3
11343,54,M,46.3,162,161,138,60,61.8,1175.0,HIIT,32.2,2500.0,4,2
11344,24,M,87.1,190,196,122,51,85.2,1153.0,Yoga,27.6,3300.0,3,1
11345,43,F,40.0,189,169,134,54,34.2,1267.0,HIIT,21.4,1500.0,4,2
11346,18,F,49.3,171,162,160,52,73.8,375.0,Yoga,29.4,3400.0,5,0
11347,18,F,67.9,181,194,137,73,71.4,1405.0,Cardio,33.8,3200.0,2,1
11348,33,M,49.7,182,179,169,71,93.0,968.0,Cardio,32.2,3600.0,4,3
11349,49,M,88.4,175,192,145,74,76.2,493.0,Yoga,23.5,2200.0,3,1
11350,19,M,129.9,182,182,158,70,86.4,1155.0,Cardio,20.2,3600.0,0,1
11351,35,M,40.3,179,183,120,68,74.4,1420.0,Strength,14.5,1700.0,5,1
11352,34,M,72.1,178,167,163,58,50.4,536.0,HIIT,12.1,2900.0,3,2
11353,50,F,103.8,154,185,169,56,120.0,766.0,HIIT,27.3,3100.0,3,1
11354,36,F,85.1,173,194,156,74,84.6,1024.0,Cardio,28.9,3500.0,4,3
11355,18,M,81.0,164,175,169,74,119.4,878.0,Yoga,21.7,1500.0,2,3
11356,47,F,74.1,187,168,123,70,57.0,1030.0,Yoga,14.8,1500.0,3,1
11357,45,F,47.9,171,194,169,70,46.8,772.0,HIIT,23.5,2800.0,3,2
11358,25,M,113.3,175,187,155,74,86.4,564.0,Strength,22.1,1600.0,3,2
11359,23,M,56.8,183,197,152,56,73.2,1193.0,Cardio,23.2,1600.0,4,2
11360,23,F,78.2,190,180,131,55,51.0,888.0,Strength,16.2,2300.0,3,1
11361,25,M,40.0,168,175,123,66,44.4,1783.0,Strength,27.9,3500.0,3,3
11362,59,M,40.0,178,179,139,59,69.6,483.0,HIIT,19.7,3700.0,0,1
11363,23,F,69.2,173,180,165,70,120.0,765.0,HIIT,23.3,1800.0,4,2
11364,48,F,91.3,158,175,152,72,75.0,1576.0,Yoga,28.9,3400.0,2,2
11365,46,M,68.2,188,172,167,70,84.6,723.0,Strength,17.2,2600.0,5,1
11366,18,F,45.1,186,182,169,64,55.2,1482.0,Strength,25.5,3700.0,2,3
11367,20,M,70.5,165,179,144,74,36.0,1151.0,Yoga,15.5,3500.0,2,2
11368,18,F,54.2,168,199,137,74,100.2,972.0,HIIT,14.1,3400.0,2,0
11369,18,F,83.6,186,170,162,74,49.8,732.0,HIIT,22.7,2800.0,2,3
11370,37,F,58.0,160,168,143,52,76.8,834.0,Strength,21.0,3600.0,4,2
11371,52,F,40.0,191,194,151,59,117.6,535.0,HIIT,23.4,1500.0,4,2
11372,30,F,40.0,162,166,164,73,73.8,1046.0,Yoga,25.2,3700.0,5,3
11373,23,F,83.5,150,194,142,63,120.0,767.0,Yoga,25.8,2900.0,4,2
11374,22,F,81.9,180,163,146,74,69.0,971.0,HIIT,22.4,2500.0,5,0
11375,40,M,45.2,174,180,136,74,64.8,1058.0,Yoga,26.0,3300.0,0,3
11376,49,M,60.2,162,162,155,72,66.6,1105.0,Strength,23.4,3100.0,3,1
11377,28,M,69.3,161,187,140,53,67.2,998.0,HIIT,17.6,2800.0,0,3
11378,33,F,40.0,179,189,144,67,120.0,1285.0,HIIT,27.2,2600.0,3,2
11379,48,M,87.3,200,190,159,61,118.2,897.0,Yoga,10.7,3500.0,5,3
11380,49,M,40.0,177,175,127,73,72.0,1109.0,Yoga,24.7,2400.0,3,3
11381,18,M,50.9,173,170,137,58,85.8,804.0,Strength,23.5,3700.0,2,2
11382,55,F,59.9,153,178,157,54,73.8,1044.0,HIIT,26.9,3400.0,4,1
11383,44,M,66.8,197,194,126,65,99.6,1382.0,HIIT,18.5,1600.0,4,2
11384,50,M,97.0,165,191,133,70,85.8,1256.0,Cardio,27.1,1500.0,5,0
11385,37,M,75.8,163,192,131,64,58.8,921.0,Strength,26.5,1500.0,4,1
11386,21,F,51.6,150,175,149,66,120.0,863.0,Yoga,25.2,2000.0,3,1
11387,27,F,55.4,188,187,134,53,120.0,855.0,Strength,16.3,2600.0,5,1
11388,23,M,72.9,151,190,164,57,77.4,925.0,Strength,22.3,1500.0,2,1
11389,30,F,80.2,191,192,135,62,88.2,1461.0,Strength,16.5,3700.0,2,3
11390,45,M,121.2,167,186,133,55,120.0,466.0,Cardio,16.7,3400.0,4,1
11391,36,F,100.2,193,199,166,60,58.8,1076.0,HIIT,24.6,2700.0,4,2
11392,45,M,84.1,171,161,169,56,82.8,480.0,Yoga,22.4,3400.0,3,3
11393,51,M,52.0,192,173,164,74,78.6,706.0,Cardio,25.7,1500.0,2,1
11394,25,M,70.7,170,165,160,53,59.4,808.0,HIIT,23.5,2100.0,3,1
11395,52,F,50.8,180,199,159,63,90.6,1153.0,HIIT,24.9,2400.0,4,2
11396,42,F,77.0,163,185,136,68,64.2,1029.0,Cardio,29.2,1500.0,5,1
11397,31,F,50.1,169,185,169,64,100.8,1001.0,Strength,27.4,1600.0,4,1
11398,18,M,89.2,188,189,167,58,120.0,1126.0,Cardio,29.7,3500.0,4,2
11399,50,M,59.1,174,181,156,51,60.6,985.0,Yoga,30.1,3500.0,2,3
11400,46,F,67.5,176,160,150,74,85.8,577.0,Yoga,20.0,2600.0,4,2
11401,27,F,41.4,169,191,169,56,119.4,647.0,Yoga,23.2,2800.0,5,2
11402,24,M,95.5,157,181,158,67,88.2,1609.0,Cardio,32.5,2000.0,4,2
11403,18,M,66.9,176,163,169,55,69.0,1018.0,Yoga,24.2,3000.0,3,1
11404,18,M,82.8,150,197,134,74,107.4,1009.0,Cardio,30.5,3300.0,3,3
11405,26,M,79.7,164,194,148,55,120.0,1462.0,Yoga,21.8,3200.0,4,2
11406,33,F,71.8,151,190,167,59,110.4,1321.0,HIIT,26.6,3200.0,4,3
11407,35,M,73.4,157,169,138,67,68.4,977.0,Strength,32.4,3000.0,4,3
11408,54,F,45.8,162,163,135,66,75.6,1703.0,Strength,15.2,1600.0,4,2
11409,44,F,106.8,165,171,143,71,92.4,1295.0,Cardio,17.1,3500.0,3,3
11410,19,M,59.8,170,181,120,73,92.4,1130.0,Cardio,29.6,3500.0,3,1
11411,44,M,52.5,165,174,169,51,117.0,1783.0,Cardio,29.4,2000.0,2,1
11412,58,M,56.5,176,180,139,74,120.0,1396.0,Yoga,24.1,3400.0,2,2
11413,18,M,49.9,174,177,161,70,120.0,950.0,HIIT,23.0,3400.0,4,2
11414,18,F,76.1,164,196,169,63,85.8,686.0,Cardio,34.8,1500.0,3,3
11415,18,F,40.0,174,160,145,74,31.8,907.0,Strength,24.8,3600.0,0,3
11416,28,F,67.1,190,184,169,59,96.6,587.0,Yoga,20.8,2700.0,3,1
11417,18,F,53.9,169,187,169,56,80.4,752.0,Yoga,13.6,3300.0,3,2
11418,34,F,79.3,165,181,149,64,84.0,501.0,HIIT,12.0,2300.0,2,1
11419,18,F,40.0,188,165,145,71,95.4,1121.0,Strength,22.6,3400.0,2,1
11420,35,M,75.7,174,189,136,74,102.0,854.0,HIIT,24.0,1500.0,2,2
11421,29,M,82.5,179,190,132,69,54.0,664.0,Yoga,10.0,2300.0,2,1
11422,23,F,56.5,197,169,151,56,120.0,1380.0,Strength,28.6,2600.0,3,2
11423,33,M,78.7,161,193,137,55,55.8,1668.0,Strength,24.5,2300.0,0,2
11424,27,M,75.4,158,192,169,63,78.0,1386.0,Strength,16.9,3600.0,3,1
11425,48,M,59.6,178,181,152,53,99.0,1741.0,Strength,23.2,3300.0,4,1
11426,29,F,57.2,184,168,141,74,93.6,303.0,Yoga,16.8,2400.0,5,3
11427,39,F,74.3,163,178,169,57,81.0,1376.0,Yoga,25.9,3200.0,3,3
11428,54,M,63.8,192,188,131,57,58.8,1117.0,HIIT,20.7,1600.0,5,2
11429,20,M,57.1,166,168,146,74,70.2,1040.0,Cardio,24.6,3500.0,2,2
11430,43,M,68.8,179,188,122,73,93.6,350.0,HIIT,23.4,1500.0,4,1
11431,55,F,98.6,160,197,167,74,69.6,802.0,HIIT,22.1,2900.0,4,2
11432,25,F,102.8,200,166,131,73,76.8,1783.0,Cardio,27.1,3200.0,0,1
11433,36,M,45.8,159,177,126,74,55.2,1221.0,Strength,32.9,3000.0,3,3
11434,53,F,47.5,166,166,156,55,66.0,1766.0,HIIT,22.5,1600.0,3,1
11435,52,M,88.0,187,180,128,74,86.4,1058.0,Strength,32.2,1700.0,4,2
11436,43,M,76.3,166,188,164,58,50.4,606.0,Strength,25.7,1800.0,3,1
11437,31,F,85.9,170,162,143,56,120.0,1455.0,Yoga,28.0,3300.0,3,3
11438,28,M,93.7,177,192,142,57,87.0,1230.0,Cardio,14.8,3600.0,2,2
11439,26,M,83.6,179,171,128,72,42.0,1247.0,Strength,25.4,3200.0,3,1
11440,40,M,79.9,151,175,169,64,86.4,1277.0,Yoga,26.2,1500.0,5,3
11441,45,F,70.2,182,167,139,67,79.2,953.0,Strength,10.0,1500.0,4,2
11442,40,F,44.2,170,161,160,64,102.6,979.0,Yoga,23.7,3400.0,3,2
11443,49,M,90.6,178,181,130,63,76.2,1002.0,Strength,28.2,2300.0,3,2
11444,40,F,56.8,154,166,167,71,63.6,1225.0,Yoga,27.6,1700.0,4,1
11445,51,F,48.7,150,168,140,58,55.8,1108.0,Cardio,27.3,3200.0,2,2
11446,41,F,72.3,166,165,142,74,84.0,758.0,Cardio,25.6,3600.0,4,1
11447,43,F,68.0,178,183,120,58,120.0,1030.0,HIIT,22.8,1500.0,4,2
11448,44,M,46.7,181,191,132,58,87.0,1113.0,Cardio,10.0,3500.0,4,3
11449,30,M,59.4,187,190,122,50,106.2,1337.0,Yoga,25.5,2800.0,4,1
11450,18,F,75.9,170,183,151,51,60.6,1289.0,HIIT,30.1,3200.0,2,1
11451,25,F,64.6,151,194,127,55,84.0,1155.0,Cardio,26.9,3500.0,2,3
11452,18,F,68.7,160,163,135,61,63.0,367.0,Yoga,23.1,3600.0,3,0
11453,45,F,61.1,174,171,164,69,69.6,1019.0,Yoga,19.6,2800.0,3,1
11454,47,F,70.1,171,199,139,74,69.0,1238.0,Cardio,25.1,2500.0,4,1
11455,28,M,50.3,181,176,156,70,87.6,1143.0,Strength,31.8,1900.0,3,1
11456,18,F,66.8,162,161,169,74,94.2,1410.0,HIIT,30.2,3300.0,0,0
11457,28,M,59.9,170,169,163,65,75.6,1474.0,Yoga,11.7,2900.0,4,1
11767,23,F,40.0,180,160,136,62,111.0,1113.0,Strength,16.8,1700.0,3,0
11458,41,M,52.8,168,192,132,59,88.2,1709.0,Cardio,29.6,3500.0,4,1
11459,51,F,62.7,173,198,140,50,118.8,1656.0,Strength,18.2,3600.0,4,2
11460,34,M,76.4,184,164,161,69,72.0,978.0,Cardio,17.0,3000.0,3,1
11461,52,M,54.7,193,193,135,62,120.0,416.0,Cardio,31.9,3200.0,2,2
11462,18,F,49.0,172,190,153,60,43.2,862.0,HIIT,24.4,2800.0,4,3
11463,30,M,46.3,159,166,133,54,79.8,1001.0,Strength,23.8,2200.0,2,2
11464,35,F,68.2,170,178,137,52,120.0,1181.0,HIIT,23.5,3300.0,3,2
11465,36,F,85.1,167,184,131,53,61.8,608.0,Yoga,19.7,2100.0,4,2
11466,56,F,63.7,174,161,158,65,116.4,1297.0,Yoga,28.6,3200.0,3,3
11467,34,M,40.0,168,183,167,64,87.0,1642.0,Yoga,28.2,2300.0,3,2
11468,56,M,64.7,178,199,129,62,66.0,941.0,HIIT,11.5,2400.0,3,2
11469,28,M,56.5,173,198,136,74,73.8,991.0,Strength,14.5,3600.0,5,1
11470,18,M,56.9,174,180,149,59,53.4,1441.0,Cardio,22.0,3200.0,2,2
11471,18,M,115.8,168,177,150,74,66.6,629.0,Strength,24.2,3600.0,5,2
11472,45,M,46.0,176,165,135,69,63.0,1121.0,Yoga,24.0,1500.0,5,2
11473,47,F,46.9,191,162,145,53,70.2,733.0,HIIT,23.8,1500.0,3,2
11474,49,M,110.8,162,162,169,59,80.4,1783.0,Cardio,11.5,1700.0,4,2
11475,19,M,97.4,175,173,144,56,76.2,917.0,HIIT,27.1,3200.0,4,2
11476,42,M,117.7,171,198,149,74,53.4,943.0,Cardio,23.7,1800.0,4,1
11477,18,F,100.3,183,168,125,74,72.6,746.0,Yoga,23.3,3400.0,5,1
11478,28,M,51.1,166,161,154,65,51.6,944.0,HIIT,31.1,3300.0,5,2
11479,18,M,79.0,164,191,150,74,82.2,1741.0,Yoga,16.9,1900.0,4,0
11480,44,F,65.0,157,165,168,70,61.2,1232.0,Cardio,27.9,3600.0,3,1
11481,24,M,86.3,171,191,150,50,79.8,1166.0,Yoga,33.3,1800.0,3,1
11482,39,M,43.3,168,184,128,51,90.0,712.0,Cardio,13.2,1500.0,2,2
11483,52,M,40.0,171,165,157,74,98.4,1001.0,HIIT,18.6,2800.0,4,2
11484,59,F,72.8,165,172,165,55,70.2,1104.0,HIIT,15.4,3400.0,3,1
11485,29,F,65.0,177,194,152,66,80.4,715.0,HIIT,25.2,1800.0,2,1
11486,18,F,74.2,185,177,151,66,120.0,1104.0,HIIT,28.0,1500.0,3,1
11487,46,F,61.2,179,190,157,72,63.0,947.0,Strength,22.6,2500.0,3,1
11488,27,F,63.3,190,183,148,67,34.8,933.0,HIIT,20.0,3200.0,4,2
11489,40,F,95.3,186,171,130,67,87.6,796.0,Strength,10.0,2000.0,4,1
11490,35,M,124.8,175,176,161,59,72.0,1240.0,Yoga,10.0,3300.0,3,2
11491,18,M,75.4,197,177,136,67,45.6,1371.0,HIIT,29.7,3100.0,2,1
11492,46,M,49.8,191,160,146,65,120.0,1009.0,HIIT,29.4,3000.0,3,3
11493,18,M,61.0,167,163,139,70,73.2,361.0,Strength,27.4,3400.0,2,3
11494,33,F,73.0,169,196,135,67,115.8,881.0,Yoga,10.0,2200.0,2,2
11495,30,M,88.2,172,191,155,54,76.8,911.0,Strength,27.2,2200.0,4,3
11496,34,F,61.7,181,183,141,72,58.8,1443.0,HIIT,31.4,2600.0,4,3
11497,30,M,45.4,173,197,151,50,76.2,1200.0,Cardio,23.1,3600.0,4,3
11498,22,M,129.9,162,185,141,52,97.2,571.0,Strength,27.2,1800.0,4,2
11499,53,F,71.9,200,191,161,74,96.0,1286.0,Cardio,29.0,3700.0,5,2
11500,44,F,115.6,150,186,145,55,99.0,1075.0,HIIT,25.1,3500.0,2,1
11501,26,F,64.7,161,197,137,74,88.8,1088.0,HIIT,25.1,2200.0,5,2
11502,52,M,58.2,171,182,161,50,89.4,1364.0,HIIT,28.7,3500.0,3,2
11503,49,M,53.8,181,185,169,71,93.6,1345.0,Strength,25.3,2400.0,4,2
11504,26,F,63.6,177,173,145,55,77.4,1586.0,Strength,18.9,2800.0,3,1
11505,23,M,62.3,168,167,122,74,101.4,772.0,Cardio,21.1,3300.0,0,1
11506,41,F,65.7,157,170,169,71,67.8,708.0,Yoga,26.5,1900.0,5,1
11507,59,F,65.5,178,168,139,56,75.6,505.0,Strength,22.8,2000.0,2,2
11508,28,F,40.0,181,194,164,57,94.2,1070.0,Yoga,21.3,3400.0,3,1
11509,48,M,40.0,167,169,168,57,120.0,833.0,Strength,17.8,2200.0,3,3
11510,54,F,76.8,179,189,132,64,79.2,815.0,Strength,20.7,2100.0,4,1
11511,26,F,92.4,159,165,169,55,89.4,1783.0,HIIT,24.9,1500.0,4,2
11512,28,M,88.5,164,160,163,50,75.0,1190.0,Cardio,31.7,3200.0,3,1
11513,52,F,54.3,173,185,137,57,120.0,1783.0,Yoga,20.5,3100.0,3,2
11514,23,M,71.2,156,170,140,68,47.4,1014.0,Yoga,21.8,3500.0,4,1
11515,26,F,64.1,168,190,168,55,81.0,1175.0,Strength,28.1,3400.0,2,2
11516,18,F,45.3,175,190,169,69,49.2,808.0,Cardio,28.4,3700.0,2,3
11517,21,F,76.0,172,196,160,73,90.6,1306.0,Strength,28.8,3500.0,3,3
11518,41,F,40.0,169,192,138,66,57.0,1556.0,Yoga,26.0,2600.0,4,1
11519,30,M,129.9,178,189,120,74,90.6,828.0,Yoga,20.0,1500.0,2,1
11520,27,F,62.9,173,187,157,54,59.4,569.0,Strength,27.9,2400.0,4,1
11521,28,M,69.3,199,183,154,62,118.2,827.0,Strength,14.4,1500.0,4,2
11522,38,M,60.6,181,170,159,71,87.0,577.0,Cardio,24.8,3700.0,3,3
11523,59,F,40.0,165,179,163,71,115.8,823.0,Cardio,23.4,3400.0,3,1
11524,27,F,75.2,196,172,132,61,73.2,829.0,HIIT,14.9,2700.0,3,1
11525,25,M,42.2,182,185,140,56,51.6,373.0,Strength,17.9,3500.0,4,2
11526,29,F,57.0,170,168,160,61,44.4,976.0,Yoga,17.7,2800.0,4,3
11527,49,M,128.5,196,196,138,68,30.0,1165.0,Cardio,26.1,3400.0,2,1
11528,28,F,45.0,180,187,162,74,109.2,1395.0,Strength,23.2,2700.0,4,3
11529,18,F,78.5,181,190,127,74,82.8,466.0,Yoga,29.9,1700.0,4,3
11530,50,F,49.4,191,188,131,74,66.6,963.0,Strength,17.6,2700.0,2,1
11531,27,F,50.3,166,180,131,74,67.2,677.0,Cardio,27.6,1800.0,2,2
11532,40,F,61.0,188,171,138,62,82.8,1180.0,HIIT,24.9,2000.0,2,3
11533,59,M,79.3,179,198,162,74,106.8,933.0,Strength,25.2,2700.0,4,2
11534,57,F,40.0,162,190,123,57,85.8,1093.0,Yoga,25.2,3200.0,5,1
11535,18,M,48.6,195,175,152,57,112.2,862.0,Strength,23.1,1600.0,3,1
11536,26,M,91.3,163,186,156,67,55.2,1091.0,Yoga,22.6,2400.0,0,1
11537,50,F,102.2,165,198,157,64,98.4,1123.0,Yoga,17.3,3300.0,4,2
11538,48,F,40.0,175,196,133,74,120.0,517.0,Cardio,12.8,2500.0,4,1
11539,41,F,69.6,163,193,169,55,87.6,1157.0,Strength,27.9,3700.0,4,1
11540,23,F,56.8,175,183,149,74,92.4,926.0,Strength,25.3,2600.0,2,0
